Skin	Heart	Brain	Muscle	Spleen	Adipose	Thyroid	Colon	Lung	Liver	Pituitary	Adrenal
HAS3	1	0	0	0	0	0	0	0	0	0	0	0
POLR1B	0	0	0	0	0	0	0	0	0	0	-1	0
SPTBN1	0	0	0	0	0	1	0	0	0	0	1	0
HES7	0	0	0	0	0	0	0	0	0	0	1	0
RHBDD3	0	0	0	0	0	0	0	0	-1	0	1	0
SNTB2	0	0	0	0	-1	0	0	0	0	0	0	0
CREB3L2	0	0	0	0	0	1	0	0	0	0	0	0
HEY1	0	0	0	0	0	0	0	0	0	0	1	0
KLRK1	0	0	0	0	0	1	0	0	0	0	0	0
COPE	0	0	0	0	1	0	0	0	0	0	0	0
CYP27A1	0	0	0	1	0	0	0	0	0	0	1	1
FOXO3	-1	0	0	0	0	0	0	0	0	0	0	0
CHST7	-1	0	0	0	0	0	0	0	0	0	0	-1
PDE6D	0	0	0	0	0	0	0	-1	0	0	0	0
NCKIPSD	-1	0	0	0	0	1	0	0	0	0	0	0
LDB3	0	0	0	1	0	0	0	0	0	0	0	0
ITGB3BP	0	0	0	0	-1	0	0	0	0	0	0	0
COL9A3	0	0	0	0	0	0	0	0	0	0	1	0
EDEM2	0	0	0	-1	0	0	0	0	0	0	0	0
TOM1L2	0	0	0	0	0	1	0	0	0	0	0	0
GPR87	1	0	0	0	0	0	0	0	0	0	0	0
NCAPD2	0	0	0	0	0	0	0	0	0	0	0	1
GIPC1	0	0	0	0	0	0	0	0	0	0	0	1
DDX49	0	0	0	0	0	-1	0	0	0	0	0	0
GREB1	-1	0	0	0	0	0	0	0	0	0	-1	0
CHPT1	0	0	-1	0	0	0	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0	0	0	0	0	-1	0
AP1S2	-1	0	0	1	0	0	0	0	0	0	0	0
SGCE	-1	0	0	0	0	0	0	0	0	0	0	0
ALPK1	0	0	0	0	0	0	0	0	0	0	0	1
TIE1	0	0	0	0	1	0	0	0	0	0	0	0
RNF115	0	0	0	1	0	0	0	0	0	0	0	0
SAMSN1	0	0	0	0	0	0	0	1	0	0	1	0
RPRD1A	0	0	0	0	-1	0	0	0	0	0	0	0
GRIA2	0	0	0	0	0	0	0	0	0	0	-1	0
RORA	0	0	0	0	0	1	0	0	0	0	0	-1
PTEN	0	0	0	0	0	0	0	0	1	0	0	0
POPDC2	0	0	0	-1	0	0	0	0	0	0	0	1
TTC26	0	0	0	0	0	0	0	0	0	0	-1	0
APOBEC3H	-1	0	0	0	0	0	0	0	0	0	0	0
MFSD3	0	1	0	0	0	0	0	0	0	0	0	0
LOXL3	0	0	0	0	0	0	0	-1	0	0	1	0
VWA7	0	0	0	1	0	0	0	0	0	0	0	0
TM2D1	0	0	0	0	0	-1	0	0	0	0	0	0
DERL1	0	0	0	-1	0	0	0	0	0	0	0	0
CLCN1	0	0	0	1	0	0	0	0	0	0	0	0
ASCC1	0	0	0	0	-1	0	0	0	0	0	0	0
TNIP2	0	0	0	0	0	0	0	0	0	0	0	1
NCOA4	0	0	0	0	0	-1	0	0	0	0	0	0
CP	-1	0	0	0	0	0	0	0	0	0	0	0
ACSL4	0	0	0	0	0	-1	0	0	0	0	0	0
RPF2	0	0	0	0	0	-1	0	0	0	0	0	0
PIGL	0	0	0	0	-1	0	0	0	0	0	0	0
ABLIM2	0	0	0	0	1	0	0	0	0	0	0	0
FAM207A	0	0	0	0	0	0	0	0	-1	0	0	0
WIF1	0	0	0	0	0	0	0	-1	0	0	0	0
U2SURP	0	0	0	0	0	0	0	0	0	0	0	-1
KLHL14	0	0	0	0	-1	0	0	0	0	0	0	0
DCAF12	0	0	0	0	0	0	0	0	1	0	0	0
FAM227B	0	0	0	0	0	1	0	0	0	0	0	0
GPC1	0	0	0	0	0	0	0	0	0	0	1	0
RASSF7	0	0	0	0	0	0	0	0	0	0	1	0
NXPE3	0	0	0	1	0	0	0	0	0	0	0	0
TNFAIP8L2	0	0	0	0	0	0	0	0	0	-1	0	0
PODXL2	0	0	0	0	1	0	0	0	0	0	0	0
CORO1A	0	0	0	-1	0	0	-1	0	0	0	0	0
TFE3	0	0	0	0	1	0	0	0	0	0	0	0
RET	0	1	0	0	0	0	0	0	0	0	0	0
COL4A1	-1	0	0	0	0	0	0	0	0	0	0	0
BYSL	0	0	0	-1	0	-1	0	0	0	0	0	0
NDE1	0	0	0	0	0	0	0	0	0	0	0	1
SNN	0	0	0	0	0	0	0	0	0	0	1	0
FBXL4	0	0	0	0	-1	0	0	0	0	0	0	0
WASF2	-1	0	0	0	0	0	0	0	0	0	0	0
MARCH8	0	0	0	0	0	0	0	0	0	0	-1	0
HPCAL1	0	0	0	0	0	0	0	0	0	0	1	0
NRG1	0	0	0	0	0	0	0	0	0	-1	0	0
E2F3	0	0	0	0	0	0	0	0	0	0	1	0
MAN1A1	0	0	0	0	-1	0	0	0	0	0	0	0
FGFR1	-1	0	0	0	0	0	0	0	0	0	0	0
CHST2	0	0	0	0	0	-1	0	0	0	0	0	0
KCTD9	0	0	0	0	0	0	0	0	0	0	0	-1
PFKFB1	0	0	0	1	0	0	0	0	0	0	0	0
POLA2	1	0	0	0	0	0	0	0	0	0	0	0
YWHAG	0	0	0	0	0	0	0	0	0	0	0	-1
TTYH3	0	0	0	0	0	0	0	0	0	0	1	0
KIF5A	0	0	-1	0	0	0	0	0	0	0	0	0
KSR2	0	0	0	0	0	0	0	0	0	0	-1	0
SYNCRIP	0	0	0	0	0	0	0	0	0	0	0	-1
AMER2	0	0	0	0	0	0	0	0	0	0	-1	0
AGTRAP	0	0	0	-1	0	0	0	0	0	0	0	0
TRANK1	0	0	0	0	0	0	0	0	0	0	0	1
ARL4A	0	0	0	0	0	0	0	0	0	0	-1	0
NECAP1	0	0	0	0	0	0	0	0	0	0	0	-1
TXNL4B	0	0	0	0	0	0	0	0	0	0	-1	0
FRZB	0	0	0	-1	0	0	0	0	0	0	0	0
AURKB	0	0	0	0	0	0	0	0	0	0	1	0
SAT1	0	0	0	0	0	0	0	0	0	1	0	0
SEMA6C	0	0	0	0	0	0	0	0	0	0	0	1
DENND1C	-1	0	0	0	0	0	0	0	0	0	0	0
APPL1	0	0	0	1	0	0	0	0	0	0	0	0
PYGB	0	0	0	0	1	0	0	0	0	0	0	0
TADA2B	0	0	0	0	0	0	0	0	0	0	0	1
RAMP3	0	0	0	0	0	0	0	0	0	0	1	0
YIPF2	0	-1	0	0	0	0	0	0	0	0	0	0
ZKSCAN8	0	0	0	0	-1	0	0	0	0	0	0	0
SATB1	0	1	0	1	0	0	0	0	0	0	0	0
PLS3	0	0	0	0	0	0	0	0	0	1	0	0
COMTD1	0	0	0	0	1	0	0	0	0	0	0	0
WNT10A	0	0	0	0	0	0	0	0	0	0	1	0
SBNO2	0	0	0	0	1	0	0	0	0	0	1	0
IGFBP5	0	0	0	0	0	0	0	0	0	0	1	0
COL24A1	-1	0	0	0	0	0	0	0	0	0	0	0
ZNF131	0	0	0	0	0	0	0	0	0	0	-1	0
GALNT14	0	0	0	0	0	0	0	0	0	0	-1	0
CLCF1	0	0	0	0	0	-1	0	0	0	0	0	0
GPR146	-1	0	0	0	0	0	0	0	0	0	0	0
KIAA1109	0	0	0	1	0	1	0	0	0	0	0	0
DCHS1	-1	0	0	0	1	0	0	0	0	0	0	0
CNTN2	0	0	0	0	0	0	0	0	0	0	1	0
ELP2	0	0	0	0	-1	0	0	0	0	0	0	0
DPF2	0	0	0	0	0	0	0	0	0	0	-1	0
SLC45A1	0	0	0	0	0	0	0	0	0	0	1	0
ITFG1	0	0	0	1	0	0	0	0	0	0	0	0
ILVBL	0	0	0	0	0	0	0	0	-1	0	0	0
CENPN	0	0	0	0	0	-1	0	0	0	0	0	0
ZFAND2B	0	0	0	0	0	0	-1	0	0	0	0	0
MAP1S	0	0	0	0	1	0	0	0	0	0	0	0
CXorf38	0	0	0	0	-1	0	0	0	0	0	0	0
CCNG2	0	0	0	0	-1	0	0	0	0	0	0	0
CD247	0	0	0	0	0	1	0	0	0	0	0	0
EPHA4	0	0	-1	0	0	0	0	0	0	0	0	0
DAXX	0	0	0	-1	0	0	0	0	0	-1	0	0
KY	0	0	0	0	0	0	1	0	0	0	0	0
CD68	-1	0	0	0	0	0	0	0	0	0	0	0
PLEKHB2	0	0	0	0	0	0	0	0	0	0	0	-1
GAS2L1	0	0	0	-1	0	0	0	0	0	0	0	0
TMEM107	0	0	0	0	0	0	0	-1	0	0	0	0
C14orf93	0	0	1	0	0	0	0	0	0	0	0	1
RASL11A	0	0	0	0	0	0	-1	0	0	0	0	0
USF3	0	0	0	0	0	0	0	0	0	0	-1	0
SIDT1	0	0	0	0	-1	0	0	0	0	0	0	0
HOMER3	0	0	0	0	1	0	0	0	0	0	0	1
POGK	0	0	0	0	0	-1	0	0	0	0	0	0
KIAA0513	0	0	0	0	0	0	0	0	0	0	-1	0
IPO5	0	0	0	0	0	0	0	0	0	0	-1	0
WASF1	-1	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	0	0	0	0	0	0	0	0	0	0	1	0
ZNF205	0	0	0	0	1	0	0	0	0	0	0	1
ANO9	0	0	0	0	0	0	0	0	0	0	1	0
CERS4	1	0	0	0	0	1	0	0	0	0	0	0
INTS9	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K6	0	0	0	-1	0	0	0	0	0	0	0	1
UCHL5	0	0	0	0	0	-1	0	0	0	0	0	0
UNC5B	0	0	0	0	1	0	0	0	0	0	1	0
MEIS2	0	0	0	0	0	0	0	0	1	0	0	0
FBXW9	0	0	0	0	0	0	1	0	0	0	0	0
NNAT	-1	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0	0	0	0	0	1	0
GALNT15	0	0	0	0	0	0	0	-1	0	0	0	0
TMEM106C	0	0	0	0	0	1	0	0	0	0	0	0
HCLS1	-1	0	0	0	0	0	0	0	0	0	0	0
COMP	0	0	0	0	0	0	-1	0	0	0	0	0
ACAP3	0	0	1	0	1	0	0	0	0	0	0	0
STEAP2	0	0	-1	0	0	0	0	0	0	0	0	0
HAAO	0	0	0	0	0	1	0	0	0	0	0	0
PKIA	0	0	0	1	0	0	0	0	0	0	0	0
GLI3	0	0	0	0	0	0	0	0	0	0	1	0
CD72	-1	0	0	0	0	0	0	0	0	0	0	0
GTPBP3	0	0	0	0	0	0	0	0	0	0	0	1
COL7A1	0	0	0	0	0	0	0	0	0	0	1	0
SENP7	0	0	0	0	0	0	0	0	0	0	-1	0
SCOC	0	0	0	0	0	0	0	0	0	0	0	-1
MRAP	0	0	0	0	0	0	-1	0	0	0	0	0
VIT	-1	0	0	0	0	0	0	0	0	0	0	0
ZNF318	0	0	0	0	-1	0	0	0	0	0	0	0
HLA-DOB	-1	0	0	0	0	0	0	0	0	0	0	0
GTF2E2	0	0	0	0	0	0	0	0	0	0	0	-1
S1PR1	-1	0	0	0	0	0	0	0	0	0	0	0
URB1	0	0	0	0	0	-1	0	0	0	0	0	0
ITGA4	0	0	0	0	0	1	0	1	0	0	0	0
LEP	-1	0	0	0	0	0	0	0	0	0	0	0
TCF7L1	0	0	0	0	1	0	0	0	1	0	1	0
TMEM154	0	0	0	0	0	0	0	0	0	0	0	-1
HES6	0	0	0	-1	0	0	0	0	0	0	0	0
RNF6	0	0	0	0	0	0	0	0	0	0	0	-1
GNG7	0	0	0	0	0	1	0	0	0	0	0	0
OLFM3	0	0	0	0	0	0	0	0	0	0	-1	0
CERKL	0	0	0	0	0	0	0	0	1	0	0	0
KDM6A	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NUDT22	0	1	0	0	0	-1	0	0	0	0	0	1
GSDMD	0	0	0	0	0	0	0	0	0	0	1	1
COTL1	-1	0	0	0	0	0	0	0	0	0	0	0
LMO4	0	0	0	0	0	0	0	0	0	0	1	0
PPM1L	0	0	0	0	0	-1	0	0	0	0	0	0
FERMT3	-1	0	0	-1	0	0	0	0	0	0	0	0
CYLD	0	0	0	0	0	0	1	0	0	0	0	0
RAB43	0	0	0	0	1	0	0	0	0	0	0	0
DOK2	-1	0	0	0	0	0	-1	0	0	0	0	0
COA5	0	0	0	1	0	0	0	0	0	0	0	0
PAQR4	0	0	0	0	0	0	0	0	0	-1	0	0
RGS18	-1	0	0	0	0	0	0	0	0	0	0	0
PIK3R5	-1	0	0	0	0	0	-1	0	0	0	0	0
TSPYL4	0	0	0	0	0	-1	0	0	0	0	0	0
VANGL2	0	0	0	0	0	0	0	0	0	0	1	0
ELAVL4	0	0	0	0	0	0	0	0	0	0	-1	0
TMEM72	0	0	0	0	0	0	0	1	0	0	0	0
STAU2	0	0	0	1	0	0	0	0	0	0	0	0
RASSF4	-1	0	0	0	0	0	0	0	0	0	0	0
BAG4	0	0	0	0	0	0	-1	0	0	0	-1	0
STAR	0	0	0	0	0	-1	0	0	0	0	0	0
USP9X	0	0	0	0	-1	0	0	0	0	0	0	-1
ALG6	0	0	0	0	0	0	0	0	0	0	-1	0
PKNOX1	0	0	0	1	0	0	0	0	0	0	0	0
RIC3	0	0	0	0	0	1	0	0	0	0	0	0
PDSS2	0	0	0	0	0	0	0	0	0	1	0	0
ANXA9	0	0	0	0	0	1	0	0	0	0	0	0
SEC31A	0	0	0	0	0	0	0	0	0	0	-1	0
RGS12	0	0	0	0	1	0	0	0	0	0	0	0
MDFI	0	0	0	0	0	0	0	0	0	0	1	0
FAM20C	0	0	0	0	0	0	0	0	0	0	1	0
ENPP2	0	0	0	-1	0	0	0	0	0	0	0	0
GXYLT2	1	0	0	0	0	0	0	0	0	0	0	0
RGL2	0	0	0	0	0	0	0	0	0	0	0	1
PALMD	0	0	0	0	0	0	0	0	0	0	1	0
GHITM	0	0	0	0	0	-1	0	0	0	0	0	0
BCL7B	0	0	0	0	0	-1	0	0	0	0	0	0
HYKK	0	0	0	0	0	0	0	0	0	0	0	1
P4HTM	0	0	0	0	0	0	0	0	0	-1	0	0
PDGFA	0	0	0	0	0	0	0	0	0	0	1	0
MASTL	0	0	0	0	0	0	0	1	0	0	0	0
PFDN6	0	0	0	0	0	-1	0	0	0	0	0	0
FAM46B	0	-1	0	0	0	0	0	0	0	0	0	0
WDR46	0	0	0	0	0	-1	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0	-1	0	-1	0	0	0
ACYP2	0	0	0	0	0	0	1	0	0	0	0	0
TRA2B	0	0	0	0	0	0	0	0	0	0	-1	0
ZMAT5	0	0	0	0	0	-1	0	0	0	0	0	1
CD84	-1	0	0	0	-1	0	-1	0	0	0	0	0
GANAB	0	0	0	-1	0	-1	0	0	0	0	0	0
CD274	0	-1	0	0	0	0	0	0	0	0	0	0
RFTN1	-1	0	0	0	0	0	0	0	0	0	0	0
DDB2	0	0	0	0	0	0	0	0	0	0	0	1
SGMS1	0	0	0	0	0	0	1	0	0	0	0	0
NLGN2	0	0	0	0	0	0	0	0	0	0	1	0
MUC1	0	0	0	0	0	0	0	0	0	0	1	0
ZDHHC21	0	0	0	0	-1	0	0	0	0	0	0	0
NEMP1	0	0	0	0	0	1	0	0	0	0	0	0
GLI1	0	0	0	0	0	0	0	0	0	0	1	0
CLEC7A	-1	0	0	0	0	0	0	0	0	0	1	0
FAM217B	0	0	0	0	0	0	0	0	0	0	-1	0
OXNAD1	0	0	0	0	0	-1	0	0	0	0	0	0
GAS6	-1	0	0	0	0	0	0	0	0	-1	0	0
USP10	0	0	0	0	0	0	0	0	0	0	-1	0
SEMA3F	0	0	0	0	1	0	0	0	0	0	1	0
HSP90B1	0	0	0	0	0	-1	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	0	0	1	0	0	0	0
CAPN7	0	0	0	0	-1	0	0	0	0	0	0	0
PLD1	1	0	0	0	0	1	0	0	0	0	0	0
CCDC117	0	0	0	0	0	0	0	0	1	0	-1	0
CHP2	0	0	0	0	0	0	0	1	1	0	0	0
PDZRN3	0	1	0	0	0	0	0	0	0	0	0	0
SGTA	0	0	0	0	1	0	0	0	0	0	0	0
TAX1BP1	0	0	-1	0	0	0	0	0	0	0	0	0
DLGAP3	0	0	0	0	0	0	0	0	0	0	1	0
UBE2A	0	0	0	0	0	0	0	0	0	0	-1	-1
ALG12	0	0	0	-1	0	0	0	0	0	0	0	0
PRDM5	0	0	0	0	0	0	0	0	0	0	-1	0
NMD3	0	0	0	0	0	0	0	0	0	0	-1	0
MARS	0	0	0	1	0	0	0	0	0	0	0	0
CCT8	0	-1	0	0	0	-1	0	0	0	0	0	0
ZC3H6	0	0	0	0	-1	0	0	0	0	0	0	0
RBM38	0	1	0	0	0	0	0	0	0	0	1	1
PIM2	0	0	0	0	0	0	0	1	0	0	0	0
TST	0	0	0	0	1	0	0	0	0	0	1	0
SLC25A44	0	0	0	0	0	-1	0	0	0	0	0	0
PADI4	0	0	0	0	0	-1	0	0	0	0	0	0
TYRO3	0	0	0	0	0	0	0	0	0	0	1	0
PRKCB	0	0	0	0	0	0	-1	0	0	0	0	0
JAZF1	0	0	0	0	0	0	0	0	0	0	-1	0
POLB	0	0	0	0	0	0	0	0	1	0	0	0
ACP1	0	0	0	0	0	-1	0	0	0	0	0	0
DENND5A	0	0	0	0	0	1	0	0	0	0	0	0
CAD	0	0	0	0	0	0	0	0	0	0	0	1
ZFYVE28	-1	0	0	0	0	0	0	0	0	0	0	0
EFS	0	0	0	0	1	0	0	0	0	0	0	0
RIF1	0	0	0	0	-1	0	0	1	0	0	-1	0
ABCE1	0	0	0	0	0	-1	0	0	0	0	0	-1
SLCO2A1	-1	0	0	0	0	0	0	0	0	0	0	0
BBS10	0	0	0	0	-1	0	0	0	0	0	-1	0
UBXN8	0	0	0	0	0	0	0	0	0	1	0	0
FCHO1	0	0	1	0	0	0	0	0	0	0	0	0
SIGIRR	0	0	0	0	0	0	0	0	0	0	1	0
SNX12	0	0	0	0	0	0	0	0	0	-1	0	0
WAS	-1	0	0	0	0	0	0	0	0	0	0	0
LRP6	0	0	0	1	0	0	0	0	0	0	0	0
SREBF1	0	0	0	0	0	-1	0	0	0	0	1	0
DGKA	0	0	0	0	0	1	0	0	0	0	0	0
PLVAP	0	0	0	0	0	0	0	-1	0	0	0	0
ABCC10	0	0	0	0	0	0	0	0	0	0	-1	0
FMO2	0	0	0	0	0	0	0	0	0	-1	0	0
TPMT	0	-1	0	0	0	0	0	0	0	0	0	0
DDAH2	0	0	0	0	1	0	0	0	0	0	1	1
DNAJC17	0	0	0	0	0	0	0	0	0	1	0	1
FGF11	0	0	0	0	0	0	0	0	0	0	0	1
FOXO4	0	0	0	0	0	1	0	0	0	0	0	0
LAG3	0	0	0	0	0	1	0	0	0	0	0	0
BST2	0	0	0	0	1	0	0	0	0	0	0	0
KCNJ4	0	0	1	0	0	0	0	0	0	0	0	0
DDX17	0	0	0	0	0	0	0	0	0	0	-1	0
TOP3B	0	0	0	0	0	0	-1	0	0	0	0	0
CCDC107	-1	0	0	0	0	-1	0	0	0	0	0	0
MANBAL	0	0	0	-1	0	0	0	0	0	0	0	0
PALD1	0	0	0	0	0	0	0	0	0	0	1	0
STXBP6	0	0	0	0	0	1	0	0	0	0	0	0
OBSL1	0	0	0	0	0	0	0	0	0	0	1	0
RGS2	0	0	0	0	0	-1	0	0	0	0	0	0
LRRC43	0	0	0	0	0	0	0	0	0	0	1	1
MTERF2	0	0	-1	0	0	0	0	0	0	0	0	1
FBLN1	0	1	0	0	0	0	0	0	0	0	0	0
EVA1C	0	0	0	0	0	0	0	-1	0	0	0	0
TMEM263	0	0	0	0	0	0	0	0	0	0	-1	0
PRF1	0	0	0	0	0	0	0	1	0	0	0	0
PDLIM2	0	0	0	0	0	1	0	0	0	0	1	0
CLPP	0	0	0	0	0	-1	0	0	0	0	0	0
SUV39H1	0	0	1	0	0	0	0	0	0	0	0	0
HSD17B12	0	0	0	0	0	-1	0	0	0	1	0	0
SRGAP1	-1	0	0	0	0	0	0	0	0	0	0	0
CHD2	0	0	0	1	0	0	0	0	0	0	0	0
EXTL3	0	0	0	0	1	0	0	0	0	0	0	0
TSSC4	0	0	0	0	1	-1	0	0	0	0	0	0
RPH3AL	0	0	0	0	-1	0	0	0	0	0	0	0
SLCO4A1	-1	0	0	0	0	0	0	0	0	0	0	0
FAM83H	0	0	0	0	1	0	0	0	0	0	0	0
DDX3X	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
TAPBPL	0	0	0	0	0	1	0	0	0	0	0	1
MAD2L1BP	0	0	0	0	0	-1	0	0	0	0	0	0
BIN1	0	0	0	1	0	0	0	0	0	0	0	0
NOVA1	0	0	0	0	-1	0	0	0	0	0	-1	0
CCDC92	0	0	0	1	0	0	0	0	0	0	0	0
ZNF664	0	0	0	0	0	0	0	0	0	0	-1	0
GALM	0	0	0	-1	0	0	0	0	0	0	0	0
CTSB	0	0	0	0	0	0	0	0	0	0	1	0
NTN1	-1	0	0	0	0	0	0	0	0	0	0	0
FAM83B	0	0	0	0	0	0	0	1	0	0	0	0
TMED1	0	0	0	0	1	0	0	0	0	0	0	0
DNAJC15	0	0	0	0	0	-1	0	0	0	0	0	0
AMOT	0	0	0	0	0	1	0	0	0	0	0	0
ROGDI	0	0	1	0	0	0	0	0	0	0	0	0
SGCG	0	0	0	1	0	0	0	0	0	0	0	0
AGL	0	0	0	1	0	0	0	0	0	0	0	0
SRC	0	0	0	0	1	0	0	0	0	0	0	0
DOK7	0	0	0	0	0	0	0	0	0	0	-1	0
VSIG10	0	1	0	1	0	0	0	0	0	0	0	0
ARHGEF19	0	0	0	0	0	-1	0	0	0	0	0	0
TBX6	0	0	0	0	0	0	0	0	0	0	0	1
ARHGAP15	0	0	0	0	0	1	0	0	0	0	0	0
LRPAP1	0	0	0	0	0	0	0	0	0	0	1	0
RIC1	0	0	0	0	-1	0	0	0	0	0	0	0
OGFR	0	0	0	0	1	0	0	0	0	0	0	0
ENOX1	0	0	0	-1	0	1	0	0	0	0	0	0
DDR1	0	0	0	0	0	0	0	0	0	0	0	1
C12orf66	0	0	0	0	-1	0	0	0	0	0	0	0
CCSER2	0	0	0	0	0	0	1	0	0	0	0	0
RB1CC1	0	0	0	0	0	0	0	0	1	0	0	0
SLAMF7	0	0	0	0	0	0	0	1	0	0	0	0
MYH7	0	1	0	0	0	0	0	0	0	0	0	0
NRTN	0	0	0	0	0	0	0	-1	0	0	0	0
LPCAT3	0	0	0	0	1	-1	0	0	0	0	0	0
KREMEN1	0	0	0	0	0	0	0	0	0	0	0	1
ANKRD44	-1	0	0	0	0	0	0	0	0	0	0	0
ACP2	0	0	0	0	0	0	0	0	0	1	0	0
YPEL3	0	0	0	0	0	0	0	0	0	0	0	1
ARHGEF10L	0	0	0	0	0	0	0	0	0	0	1	0
TCTN1	0	0	0	0	0	1	1	0	0	0	0	0
ZMYM1	0	0	0	0	0	0	0	0	0	0	-1	0
NR1H3	0	0	0	-1	1	0	0	0	0	0	0	1
MYC	0	0	0	0	0	-1	0	0	0	0	0	0
HEPACAM2	0	0	0	0	0	0	0	0	0	0	-1	0
MUL1	0	0	0	0	1	-1	0	0	0	0	0	0
C2orf40	0	0	0	0	0	0	1	0	0	0	0	0
ENTPD6	-1	0	0	0	0	0	0	0	0	0	0	0
PRICKLE3	0	0	0	-1	0	0	0	0	0	0	0	0
UQCRC1	0	0	0	0	1	0	0	0	0	0	0	0
BOC	0	0	0	0	0	0	0	0	0	0	1	0
CA2	0	0	0	1	0	0	0	0	0	0	0	0
PKN1	0	0	0	0	0	1	0	0	0	0	0	0
LRP1	-1	0	0	0	0	0	0	0	0	0	0	0
LRP2	0	0	0	0	0	0	1	0	0	0	0	0
ALOX5	-1	0	0	0	0	0	-1	0	0	0	0	0
RNF144B	0	0	0	1	0	0	0	0	0	0	0	0
TCEAL1	0	0	0	0	0	0	0	0	0	0	0	1
SRSF7	0	0	0	0	0	-1	0	0	0	0	0	0
RBBP6	0	0	0	0	0	0	0	0	1	0	0	0
UBTD1	0	0	0	0	0	0	0	0	0	0	1	1
C19orf44	0	0	0	0	0	0	0	0	0	0	-1	0
CACNA2D1	0	0	0	1	0	0	0	0	0	0	0	0
ID4	0	0	0	0	0	0	0	0	0	0	1	0
NDUFAF2	0	0	0	1	0	-1	0	0	0	0	0	0
P3H3	0	0	0	0	1	0	0	0	0	0	0	0
MED12	0	1	0	0	0	0	0	0	0	0	-1	0
ZNF282	0	0	0	0	0	0	0	0	0	0	0	1
SHF	0	0	0	0	0	1	0	0	0	0	0	0
PRRT4	0	0	0	0	0	-1	0	0	0	0	0	0
DDOST	0	0	0	0	0	0	1	0	0	0	0	0
ARHGEF10	-1	0	0	0	0	1	0	0	0	0	0	0
SPDYA	0	0	0	0	0	0	0	0	1	0	0	0
EMID1	0	0	0	0	1	0	0	0	0	0	0	0
IRS2	0	0	0	0	-1	0	0	0	0	0	0	0
WAPL	1	0	0	0	0	0	0	0	0	0	0	0
LMO1	0	0	0	1	0	0	0	0	0	0	0	0
SALL1	0	0	0	0	0	0	0	0	0	-1	0	0
SOCS1	-1	0	0	0	0	0	-1	0	0	0	0	0
PAPOLG	0	0	0	0	0	0	0	0	0	0	-1	0
DDX3Y	1	1	1	1	1	1	0	1	1	1	1	1
UTY	1	1	1	1	1	1	1	1	1	1	1	1
KDM5D	1	1	1	1	1	1	1	1	1	1	1	1
ZFX	0	0	-1	0	-1	0	0	0	0	0	-1	-1
