HOG	OG	Gene Tree Parent Clade	Canislupusfamiliaris	Homosapiens	Macacafascicularis	Musmusculus	Rattusnorvegicus
N0.HOG0006430	OG0005250	n0	ENSCAFG00000043670.1	ENSG00000283516.1	ENSMFAG00000037349.1	ENSMUSG00000107252.1	ENSRNOG00000055413.1
N0.HOG0006431	OG0005251	n0	ENSCAFG00000015613.4	ENSG00000143157.12	ENSMFAG00000037391.1	ENSMUSG00000040596.15	ENSRNOG00000032058.4
N0.HOG0006432	OG0005252	n0	ENSCAFG00000016995.4	ENSG00000119630.14	ENSMFAG00000044494.1	ENSMUSG00000004791.7	ENSRNOG00000005650.5
N0.HOG0006433	OG0005253	n0	ENSCAFG00000008167.6	ENSG00000139718.10	ENSMFAG00000030930.1	ENSMUSG00000038384.16	ENSRNOG00000001337.8
N0.HOG0006434	OG0005254	n0	ENSCAFG00000015607.4	ENSG00000152382.6	ENSMFAG00000032577.1	ENSMUSG00000026563.13	ENSRNOG00000003816.8
N0.HOG0006435	OG0005255	n0	ENSCAFG00000007976.5	ENSG00000187079.19	ENSMFAG00000031197.1	ENSMUSG00000055320.18	ENSRNOG00000015488.7
N0.HOG0006436	OG0005256	n0	ENSCAFG00000016994.3	ENSG00000198208.12	ENSMFAG00000037597.1	ENSMUSG00000019235.9	ENSRNOG00000005530.8
N0.HOG0006437	OG0005257	n0	ENSCAFG00000016275.5	ENSG00000196553.15	ENSMFAG00000002591.1	ENSMUSG00000099418.3	ENSRNOG00000033423.4
N0.HOG0006438	OG0005258	n0	ENSCAFG00000018993.4	ENSG00000187555.16	ENSMFAG00000040158.1	ENSMUSG00000022710.17	ENSRNOG00000025496.6
N0.HOG0006439	OG0005259	n0	ENSCAFG00000008093.4	ENSG00000158104.11	ENSMFAG00000046346.1	ENSMUSG00000029445.13	ENSRNOG00000001338.6
N0.HOG0006440	OG0005260	n0	ENSCAFG00000018981.4	ENSG00000182831.12	ENSMFAG00000041580.1	ENSMUSG00000022507.6	ENSRNOG00000002545.4
N0.HOG0006441	OG0005261	n0	ENSCAFG00000017728.4	ENSG00000140743.8	ENSMFAG00000036442.1	ENSMUSG00000030878.11	ENSRNOG00000017260.6
N0.HOG0006442	OG0005262	n0	ENSCAFG00000016231.4	ENSG00000033170.17	ENSMFAG00000042802.1	ENSMUSG00000021065.16	ENSRNOG00000008451.4
N0.HOG0006443	OG0005263	n0	ENSCAFG00000007178.5	ENSG00000138182.14	ENSMFAG00000039355.1	ENSMUSG00000024795.11	ENSRNOG00000018929.7
N0.HOG0006444	OG0005264	n0	ENSCAFG00000008038.5	ENSG00000110801.14	ENSMFAG00000037177.1	ENSMUSG00000029440.15	ENSRNOG00000001339.7
N0.HOG0006445	OG0005265	n0	ENSCAFG00000020135.5	ENSG00000137942.16	ENSMFAG00000007905.1	ENSMUSG00000039735.16	ENSRNOG00000013798.8
N0.HOG0006446	OG0005266	n0	ENSCAFG00000015604.5	ENSG00000143195.13	ENSMFAG00000002585.1	ENSMUSG00000040612.13	ENSRNOG00000025151.7
N0.HOG0006447	OG0005267	n0	ENSCAFG00000016989.4	ENSG00000119689.15	ENSMFAG00000030177.1	ENSMUSG00000004789.10	ENSRNOG00000005061.5
N0.HOG0006448	OG0005268	n0	ENSCAFG00000018970.4	ENSG00000183454.18	ENSMFAG00000037083.1	ENSMUSG00000059003.12	ENSRNOG00000033942.5
N0.HOG0006449	OG0005269	n0	ENSCAFG00000018963.5	ENSG00000166669.13	ENSMFAG00000031957.1	ENSMUSG00000039200.16	ENSRNOG00000025522.5
N0.HOG0006450	OG0005270	n0	ENSCAFG00000008022.5	ENSG00000158023.10	ENSMFAG00000025564.1	ENSMUSG00000029442.18	ENSRNOG00000001342.8
N0.HOG0006451	OG0005271	n0	ENSCAFG00000018959.4	ENSG00000213853.10	ENSMFAG00000004586.1	ENSMUSG00000022505.9	ENSRNOG00000002664.4
N0.HOG0006452	OG0005272	n0	ENSCAFG00000016985.4	ENSG00000119608.13	ENSMFAG00000032039.1	ENSMUSG00000042320.17	ENSRNOG00000005054.4
N0.HOG0006453	OG0005273	n0	ENSCAFG00000006032.4	ENSG00000139826.6	ENSMFAG00000031944.1	ENSMUSG00000040396.12	ENSRNOG00000014598.7
N0.HOG0006454	OG0005274	n0	ENSCAFG00000015596.5	ENSG00000143194.13	ENSMFAG00000040593.1	ENSMUSG00000040629.8	ENSRNOG00000003790.5
N0.HOG0006455	OG0005275	n0	ENSCAFG00000019295.5	ENSG00000070444.15	ENSMFAG00000046398.1	ENSMUSG00000000282.12	ENSRNOG00000002894.7
N0.HOG0006456	OG0005276	n0	ENSCAFG00000020133.4	ENSG00000137936.18	ENSMFAG00000045481.1	ENSMUSG00000028121.8	ENSRNOG00000013737.6
N0.HOG0006457	OG0005277	n0	ENSCAFG00000006031.1	ENSG00000174405.13	ENSMFAG00000037235.1	ENSMUSG00000049717.9	ENSRNOG00000014605.5
N0.HOG0006458	OG0005278	n0	ENSCAFG00000030242.2	ENSG00000122254.7	ENSMFAG00000000041.1	ENSMUSG00000046321.8	ENSRNOG00000017659.7
N0.HOG0006459	OG0005279	n0	ENSCAFG00000018953.4	ENSG00000153060.8	ENSMFAG00000045530.1	ENSMUSG00000039179.13	ENSRNOG00000002571.4
N0.HOG0006460	OG0005280	n0	ENSCAFG00000015579.4	ENSG00000143167.12	ENSMFAG00000001951.1	ENSMUSG00000000544.14	ENSRNOG00000003740.6
N0.HOG0006461	OG0005281	n0	ENSCAFG00000016170.4	ENSG00000139998.16	ENSMFAG00000045048.1	ENSMUSG00000021062.15	ENSRNOG00000007364.5
N0.HOG0006462	OG0005282	n0	ENSCAFG00000017694.5	ENSG00000103404.14	ENSMFAG00000036053.1	ENSMUSG00000063317.7	ENSRNOG00000025793.5
N0.HOG0006463	OG0005283	n0	ENSCAFG00000016165.4	ENSG00000176153.12	ENSMFAG00000039586.1	ENSMUSG00000042808.8	ENSRNOG00000055672.1
N0.HOG0006464	OG0005284	n0	ENSCAFG00000019797.5	ENSG00000130939.20	ENSMFAG00000042381.1	ENSMUSG00000028960.20	ENSRNOG00000014986.8
N0.HOG0006465	OG0005285	n0	ENSCAFG00000015574.6	ENSG00000198842.10	ENSMFAG00000005792.1	ENSMUSG00000026564.9	ENSRNOG00000003722.5
N0.HOG0006466	OG0005286	n0	ENSCAFG00000015539.4	ENSG00000009709.12	ENSMFAG00000040998.1	ENSMUSG00000028736.13	ENSRNOG00000018739.6
N0.HOG0006467	OG0005287	n0	ENSCAFG00000017690.4	ENSG00000166828.3	ENSMFAG00000037247.1	ENSMUSG00000000216.8	ENSRNOG00000017842.4
N0.HOG0006468	OG0005288	n0	ENSCAFG00000018947.4	ENSG00000103274.11	ENSMFAG00000000452.1	ENSMUSG00000022503.10	ENSRNOG00000002574.7
N0.HOG0006469	OG0005289	n0	ENSCAFG00000024434.4	ENSG00000134884.15	ENSMFAG00000033482.1	ENSMUSG00000040459.11	ENSRNOG00000024142.6
N0.HOG0006470	OG0005290	n0	ENSCAFG00000015127.4	ENSG00000137691.13	ENSMFAG00000003808.1	ENSMUSG00000053070.5	ENSRNOG00000043410.1
N0.HOG0006471	OG0005291	n0	ENSCAFG00000003075.5	ENSG00000109321.11	ENSMFAG00000039089.1	ENSMUSG00000029378.5	ENSRNOG00000002754.4
N0.HOG0006472	OG0005292	n0	ENSCAFG00000031443.2	ENSG00000124882.4	ENSMFAG00000000815.1	ENSMUSG00000029377.5	ENSRNOG00000002771.3
N0.HOG0006473	OG0005293	n0	ENSCAFG00000018938.4	ENSG00000166676.17	ENSMFAG00000040781.1	ENSMUSG00000050908.12	ENSRNOG00000025545.6
N0.HOG0006474	OG0005294	n0	ENSCAFG00000031728.2	ENSG00000137693.14	ENSMFAG00000037027.1	ENSMUSG00000053110.13	ENSRNOG00000005933.8
N0.HOG0006475	OG0005295	n0	ENSCAFG00000019753.4	ENSG00000162444.12	ENSMFAG00000036052.1	ENSMUSG00000028996.9	ENSRNOG00000015850.5
N0.HOG0006476	OG0005296	n0	ENSCAFG00000016774.4	ENSG00000129003.19	ENSMFAG00000001003.1	ENSMUSG00000035284.10	ENSRNOG00000030213.6
N0.HOG0006477	OG0005297	n0	ENSCAFG00000003070.5	ENSG00000182585.10	ENSMFAG00000033022.1	ENSMUSG00000035020.11	ENSRNOG00000002782.5
N0.HOG0006478	OG0005298	n0	ENSCAFG00000015512.5	ENSG00000143190.23	ENSMFAG00000002865.1	ENSMUSG00000026565.18	ENSRNOG00000003581.7
N0.HOG0006479	OG0005299	n0	ENSCAFG00000016981.6	ENSG00000119596.18	ENSMFAG00000034471.1	ENSMUSG00000021244.15	ENSRNOG00000027317.6
N0.HOG0006480	OG0005300	n0	ENSCAFG00000017687.4	ENSG00000168447.11	ENSMFAG00000037482.1	ENSMUSG00000030873.9	ENSRNOG00000030981.5
N0.HOG0006481	OG0005301	n0	ENSCAFG00000007867.5	ENSG00000133816.16	ENSMFAG00000003872.1	ENSMUSG00000038244.14	ENSRNOG00000016244.6
N0.HOG0006482	OG0005302	n0	ENSCAFG00000019289.5	ENSG00000141258.13	ENSMFAG00000000154.1	ENSMUSG00000038351.14	ENSRNOG00000027194.7
N0.HOG0006483	OG0005303	n0	ENSCAFG00000030113.2	ENSG00000204671.2	ENSMFAG00000040210.1	ENSMUSG00000029437.12	ENSRNOG00000026192.5
N0.HOG0006484	OG0005304	n0	ENSCAFG00000016120.4	ENSG00000070182.21	ENSMFAG00000038472.1	ENSMUSG00000021061.15	ENSRNOG00000006911.7
N0.HOG0006485	OG0005305	n0	ENSCAFG00000006022.4	ENSG00000125266.8	ENSMFAG00000034043.1	ENSMUSG00000001300.16	ENSRNOG00000014648.6
N0.HOG0006486	OG0005306	n0	ENSCAFG00000016700.5	ENSG00000069667.16	ENSMFAG00000043163.1	ENSMUSG00000032238.17	ENSRNOG00000027145.6
N0.HOG0006487	OG0005307	n0	ENSCAFG00000028758.2	ENSG00000163738.18	ENSMFAG00000036503.1	ENSMUSG00000029376.8	ENSRNOG00000021347.6
N0.HOG0006488	OG0005308	n0	ENSCAFG00000024648.3	ENSG00000158113.13	ENSMFAG00000038285.1	ENSMUSG00000063409.12	ENSRNOG00000008470.7
N0.HOG0006489	OG0005309	n0	ENSCAFG00000041872.1	ENSG00000159423.17	ENSMFAG00000036115.1	ENSMUSG00000028737.15	ENSRNOG00000061876.1
N0.HOG0006490	OG0005310	n0	ENSCAFG00000007938.4	ENSG00000176383.9	ENSMFAG00000032438.1	ENSMUSG00000029431.5	ENSRNOG00000008544.3
N0.HOG0006491	OG0005311	n0	ENSCAFG00000029072.2	ENSG00000198821.11	ENSMFAG00000000076.1	ENSMUSG00000005763.15	ENSRNOG00000003298.8
N0.HOG0006492	OG0005312	n0	ENSCAFG00000030456.2	ENSG00000162441.12	ENSMFAG00000037708.1	ENSMUSG00000028990.13	ENSRNOG00000016200.5
N0.HOG0006493	OG0005313	n0	ENSCAFG00000018931.5	ENSG00000179583.19	ENSMFAG00000045595.1	ENSMUSG00000022504.10	ENSRNOG00000002659.6
N0.HOG0006494	OG0005314	n0	ENSCAFG00000015414.5	ENSG00000143162.9	ENSMFAG00000045348.1	ENSMUSG00000040713.12	ENSRNOG00000003291.6
N0.HOG0006495	OG0005315	n0	ENSCAFG00000016690.5	ENSG00000128915.12	ENSMFAG00000036919.1	ENSMUSG00000032235.15	ENSRNOG00000010160.7
N0.HOG0006496	OG0005316	n0	ENSCAFG00000017682.5	ENSG00000168434.13	ENSMFAG00000033971.1	ENSMUSG00000034951.10	ENSRNOG00000060008.1
N0.HOG0006497	OG0005317	n0	ENSCAFG00000016962.4	ENSG00000119682.17	ENSMFAG00000034133.1	ENSMUSG00000042350.13	ENSRNOG00000004382.6
N0.HOG0006498	OG0005318	n0	ENSCAFG00000015468.5	ENSG00000169991.11	ENSMFAG00000003216.1	ENSMUSG00000094439.1, ENSMUSG00000041025.15	
N0.HOG0006499	OG0005319	n0	ENSCAFG00000029482.2	ENSG00000178502.6	ENSMFAG00000002946.1	ENSMUSG00000048732.5	ENSRNOG00000016921.4
N0.HOG0006500	OG0005320	n0	ENSCAFG00000016048.6	ENSG00000126822.17	ENSMFAG00000035789.1	ENSMUSG00000052609.9	ENSRNOG00000006570.8
N0.HOG0006501	OG0005321	n0	ENSCAFG00000007845.6	ENSG00000050165.18	ENSMFAG00000043096.1	ENSMUSG00000030772.6	ENSRNOG00000016343.7
N0.HOG0006502	OG0005322	n0	ENSCAFG00000018923.2	ENSG00000182108.11	ENSMFAG00000030259.1	ENSMUSG00000038055.12	ENSRNOG00000002635.4
N0.HOG0006503	OG0005323	n0	ENSCAFG00000031174.2	ENSG00000163736.4	ENSMFAG00000031461.1	ENSMUSG00000029372.7	ENSRNOG00000002829.3
N0.HOG0006504	OG0005324	n0	ENSCAFG00000019260.4	ENSG00000070366.14	ENSMFAG00000003394.1	ENSMUSG00000038290.15	ENSRNOG00000003041.8
N0.HOG0006505	OG0005325	n0	ENSCAFG00000020121.5	ENSG00000198691.13	ENSMFAG00000032139.1	ENSMUSG00000028125.14	ENSRNOG00000012892.6
N0.HOG0006506	OG0005326	n0	ENSCAFG00000018920.5	ENSG00000038532.16	ENSMFAG00000001961.1	ENSMUSG00000068663.14	ENSRNOG00000057378.1
N0.HOG0006507	OG0005327	n0	ENSCAFG00000016035.4	ENSG00000165807.8	ENSMFAG00000000284.1	ENSMUSG00000052221.8	ENSRNOG00000038480.4
N0.HOG0006508	OG0005328	n0	ENSCAFG00000017673.4	ENSG00000103356.18	ENSMFAG00000045825.1	ENSMUSG00000030871.11	ENSRNOG00000025353.7
N0.HOG0006509	OG0005329	n0	ENSCAFG00000015410.5	ENSG00000198771.11	ENSMFAG00000039084.1	ENSMUSG00000040723.14	ENSRNOG00000003283.6
N0.HOG0006510	OG0005330	n0	ENSCAFG00000018916.4	ENSG00000185338.6	ENSMFAG00000035312.1	ENSMUSG00000038037.5	ENSRNOG00000002568.3
N0.HOG0006511	OG0005331	n0	ENSCAFG00000015818.5	ENSG00000131473.17	ENSMFAG00000001561.1	ENSMUSG00000020917.17	ENSRNOG00000016924.8
N0.HOG0006512	OG0005332	n0	ENSCAFG00000019269.4	ENSG00000162576.17	ENSMFAG00000002897.1	ENSMUSG00000029070.9	ENSRNOG00000019244.6
N0.HOG0006513	OG0005333	n0	ENSCAFG00000019740.6	ENSG00000171603.18	ENSMFAG00000038334.1	ENSMUSG00000039953.13	ENSRNOG00000016398.6
N0.HOG0006514	OG0005334	n0	ENSCAFG00000006474.5	ENSG00000142102.16	ENSMFAG00000041070.1	ENSMUSG00000062031.13	ENSRNOG00000014783.8
N0.HOG0006515	OG0005335	n0	ENSCAFG00000019275.4	ENSG00000107404.20	ENSMFAG00000035538.1	ENSMUSG00000029071.16	ENSRNOG00000019423.5
N0.HOG0006516	OG0005336	n0	ENSCAFG00000015771.4	ENSG00000204815.10	ENSMFAG00000003792.1	ENSMUSG00000006784.14	ENSRNOG00000017473.6
N0.HOG0006517	OG0005337	n0	ENSCAFG00000030772.2	ENSG00000083093.10	ENSMFAG00000003457.1	ENSMUSG00000044702.13	ENSRNOG00000025126.6
N0.HOG0006518	OG0005338	n0	ENSCAFG00000020116.4	ENSG00000137962.13	ENSMFAG00000043826.1	ENSMUSG00000039831.16	ENSRNOG00000012563.7
N0.HOG0006519	OG0005339	n0	ENSCAFG00000007898.5	ENSG00000130779.20	ENSMFAG00000043612.1	ENSMUSG00000049550.17	ENSRNOG00000001247.7
N0.HOG0006520	OG0005340	n0	ENSCAFG00000016948.5	ENSG00000119681.12	ENSMFAG00000039527.1	ENSMUSG00000002020.15	ENSRNOG00000012094.6
N0.HOG0006521	OG0005341	n0	ENSCAFG00000019735.4	ENSG00000171608.16	ENSMFAG00000033609.1	ENSMUSG00000039936.18	ENSRNOG00000016846.6
N0.HOG0006522	OG0005342	n0	ENSCAFG00000017666.4	ENSG00000166847.10	ENSMFAG00000045332.1	ENSMUSG00000030868.6	ENSRNOG00000018048.5
N0.HOG0006523	OG0005343	n0	ENSCAFG00000007754.4	ENSG00000170242.19	ENSMFAG00000043486.1	ENSMUSG00000059263.9	ENSRNOG00000026754.6
N0.HOG0006524	OG0005344	n0	ENSCAFG00000015757.4	ENSG00000173786.17	ENSMFAG00000000621.1	ENSMUSG00000006782.16	ENSRNOG00000017496.4
N0.HOG0006525	OG0005345	n0	ENSCAFG00000017658.5	ENSG00000166851.15	ENSMFAG00000046112.1	ENSMUSG00000030867.7	ENSRNOG00000018815.7
N0.HOG0006526	OG0005346	n0	ENSCAFG00000003181.4	ENSG00000122783.16	ENSMFAG00000003713.1	ENSMUSG00000046806.13	ENSRNOG00000026958.2
N0.HOG0006527	OG0005347	n0	ENSCAFG00000015314.5	ENSG00000127481.15	ENSMFAG00000035375.1	ENSMUSG00000066036.14	ENSRNOG00000018183.7
N0.HOG0006528	OG0005348	n0	ENSCAFG00000020112.5	ENSG00000117528.14	ENSMFAG00000044222.1	ENSMUSG00000028127.10	ENSRNOG00000011929.6
N0.HOG0006529	OG0005349	n0	ENSCAFG00000006455.4	ENSG00000185627.18	ENSMFAG00000032216.1	ENSMUSG00000025487.15	ENSRNOG00000014109.6
N0.HOG0006530	OG0005350	n0	ENSCAFG00000003025.4	ENSG00000169435.14	ENSMFAG00000036430.1	ENSMUSG00000029370.10	ENSRNOG00000002866.6
N0.HOG0006531	OG0005351	n0	ENSCAFG00000016676.4	ENSG00000140299.13	ENSMFAG00000033391.1	ENSMUSG00000011958.17	ENSRNOG00000056024.1
N0.HOG0006532	OG0005352	n0	ENSCAFG00000019253.5	ENSG00000108963.18	ENSMFAG00000046413.1	ENSMUSG00000078789.9	ENSRNOG00000003116.8
N0.HOG0006533	OG0005353	n0	ENSCAFG00000019733.5	ENSG00000188807.13	ENSMFAG00000046272.1	ENSMUSG00000044700.15	ENSRNOG00000023152.7
N0.HOG0006534	OG0005354	n0	ENSCAFG00000016661.1	ENSG00000140297.13	ENSMFAG00000038485.1	ENSMUSG00000032226.5	ENSRNOG00000059540.1
N0.HOG0006535	OG0005355	n0	ENSCAFG00000017643.4	ENSG00000134398.15	ENSMFAG00000038350.1	ENSMUSG00000030866.8	ENSRNOG00000018974.5
N0.HOG0006536	OG0005356	n0	ENSCAFG00000012735.4	ENSG00000186001.14	ENSMFAG00000045169.1	ENSMUSG00000022801.13	ENSRNOG00000001774.8
N0.HOG0006537	OG0005357	n0	ENSCAFG00000018912.4	ENSG00000175643.10	ENSMFAG00000031874.1	ENSMUSG00000037991.9	ENSRNOG00000021902.4
N0.HOG0006538	OG0005358	n0	ENSCAFG00000028579.2	ENSG00000185924.7	ENSMFAG00000042091.1	ENSMUSG00000045287.6	ENSRNOG00000003121.6
N0.HOG0006539	OG0005359	n0	ENSCAFG00000014215.4	ENSG00000150750.8	ENSMFAG00000034174.1	ENSMUSG00000036027.13	ENSRNOG00000012022.3
N0.HOG0006540	OG0005360	n0	ENSCAFG00000006008.4	ENSG00000125255.7	ENSMFAG00000040253.1	ENSMUSG00000023073.2	ENSRNOG00000037753.3
N0.HOG0006541	OG0005361	n0	ENSCAFG00000032563.2	ENSG00000168256.18	ENSMFAG00000031841.1	ENSMUSG00000017837.12	ENSRNOG00000018095.6
N0.HOG0006542	OG0005362	n0	ENSCAFG00000016655.4	ENSG00000157470.12	ENSMFAG00000044204.1	ENSMUSG00000032224.15	ENSRNOG00000057501.1
N0.HOG0006543	OG0005363	n0	ENSCAFG00000000061.4	ENSG00000135441.7, ENSG00000258311.5		ENSMUSG00000090247.7	ENSRNOG00000007784.7
N0.HOG0006544	OG0005364	n0	ENSCAFG00000015731.4	ENSG00000187595.16	ENSMFAG00000044338.1	ENSMUSG00000014198.15	ENSRNOG00000025370.7
N0.HOG0006545	OG0005365	n0	ENSCAFG00000019730.4	ENSG00000171612.7	ENSMFAG00000042772.1	ENSMUSG00000028982.9	ENSRNOG00000016949.6
N0.HOG0006546	OG0005366	n0	ENSCAFG00000019249.4	ENSG00000132383.12	ENSMFAG00000036138.1	ENSMUSG00000000751.13	ENSRNOG00000003123.8
N0.HOG0006547	OG0005367	n0	ENSCAFG00000007859.4	ENSG00000033030.15	ENSMFAG00000045203.1	ENSMUSG00000029427.11	ENSRNOG00000001243.7
N0.HOG0006548	OG0005368	n0	ENSCAFG00000002064.4	ENSG00000115665.9	ENSMFAG00000037536.1	ENSMUSG00000023945.7	ENSRNOG00000010597.5
N0.HOG0006549	OG0005369	n0	ENSCAFG00000019732.4	ENSG00000171621.14	ENSMFAG00000036668.1	ENSMUSG00000039911.13	ENSRNOG00000017212.7
N0.HOG0006550	OG0005370	n0	ENSCAFG00000042933.1	ENSG00000149926.13	ENSMFAG00000036812.1	ENSMUSG00000058966.13	ENSRNOG00000019914.6
N0.HOG0006551	OG0005371	n0	ENSCAFG00000005979.4	ENSG00000133103.17	ENSMFAG00000030834.1	ENSMUSG00000027742.13	ENSRNOG00000013660.6
N0.HOG0006552	OG0005372	n0	ENSCAFG00000006450.4	ENSG00000142082.15	ENSMFAG00000041754.1	ENSMUSG00000025486.17	ENSRNOG00000013828.7
N0.HOG0006553	OG0005373	n0	ENSCAFG00000017083.5	ENSG00000167194.7	ENSMFAG00000034119.1	ENSMUSG00000045989.4	ENSRNOG00000036713.2
N0.HOG0006554	OG0005374	n0	ENSCAFG00000031312.2	ENSG00000178279.4	ENSMFAG00000036693.1	ENSMUSG00000043050.8	ENSRNOG00000002566.5
N0.HOG0006555	OG0005375	n0	ENSCAFG00000005122.5	ENSG00000070731.11	ENSMFAG00000045563.1	ENSMUSG00000057286.6	ENSRNOG00000012083.6
N0.HOG0006556	OG0005376	n0	ENSCAFG00000006439.4	ENSG00000177963.14	ENSMFAG00000033454.1	ENSMUSG00000025485.13	ENSRNOG00000013256.5
N0.HOG0006557	OG0005377	n0	ENSCAFG00000007852.4	ENSG00000111011.18	ENSMFAG00000036398.1	ENSMUSG00000029422.15	ENSRNOG00000001238.7
N0.HOG0006558	OG0005378	n0	ENSCAFG00000019727.5	ENSG00000049239.13	ENSMFAG00000003162.1	ENSMUSG00000028980.14	ENSRNOG00000017523.5
N0.HOG0006559	OG0005379	n0	ENSCAFG00000017075.4	ENSG00000149927.18	ENSMFAG00000031217.1	ENSMUSG00000052301.14	ENSRNOG00000019920.4
N0.HOG0006560	OG0005380	n0	ENSCAFG00000015720.4	ENSG00000108771.13	ENSMFAG00000034530.1	ENSMUSG00000017830.15	ENSRNOG00000018247.5
N0.HOG0006561	OG0005381	n0	ENSCAFG00000019244.5	ENSG00000186532.12	ENSMFAG00000032240.1	ENSMUSG00000018809.2	ENSRNOG00000026783.5
N0.HOG0006562	OG0005382	n0	ENSCAFG00000015358.4	ENSG00000143158.11	ENSMFAG00000046294.1	ENSMUSG00000026568.6	ENSRNOG00000003150.7
N0.HOG0006563	OG0005383	n0	ENSCAFG00000016030.4	ENSG00000126804.13	ENSMFAG00000036968.1	ENSMUSG00000033454.6	ENSRNOG00000058593.1
N0.HOG0006564	OG0005384	n0	ENSCAFG00000006433.4	ENSG00000177951.17	ENSMFAG00000030741.1	ENSMUSG00000110136.1	ENSRNOG00000013165.4
N0.HOG0006565	OG0005385	n0	ENSCAFG00000006146.4	ENSG00000129691.16	ENSMFAG00000001965.1	ENSMUSG00000031575.18	ENSRNOG00000014875.7
N0.HOG0006566	OG0005386	n0	ENSCAFG00000007691.4	ENSG00000110328.6	ENSMFAG00000041231.1	ENSMUSG00000038296.14	ENSRNOG00000017021.6
N0.HOG0006567	OG0005387	n0	ENSCAFG00000016931.4	ENSG00000183379.9	ENSMFAG00000039919.1	ENSMUSG00000071234.3	ENSRNOG00000027645.4
N0.HOG0006568	OG0005388	n0	ENSCAFG00000013101.5	ENSG00000184368.16	ENSMFAG00000042727.1	ENSMUSG00000041020.14	ENSRNOG00000005176.8
N0.HOG0006569	OG0005389	n0	ENSCAFG00000015692.5	ENSG00000108773.11	ENSMFAG00000040507.1	ENSMUSG00000020918.14	ENSRNOG00000018364.6
N0.HOG0006570	OG0005390	n0	ENSCAFG00000012730.5	ENSG00000114473.14	ENSMFAG00000034341.1	ENSMUSG00000035578.16	ENSRNOG00000026420.5
N0.HOG0006571	OG0005391	n0	ENSCAFG00000015221.5	ENSG00000127463.15	ENSMFAG00000000226.1	ENSMUSG00000078517.12	ENSRNOG00000018097.6
N0.HOG0006572	OG0005392	n0	ENSCAFG00000017065.3	ENSG00000169592.15	ENSMFAG00000037830.1	ENSMUSG00000030689.15	ENSRNOG00000019960.4
N0.HOG0006573	OG0005393	n0	ENSCAFG00000014926.4	ENSG00000104047.15	ENSMFAG00000039613.1	ENSMUSG00000023330.12	ENSRNOG00000009593.4
N0.HOG0006574	OG0005394	n0	ENSCAFG00000029598.2	ENSG00000167968.13	ENSMFAG00000032371.1	ENSMUSG00000024136.14	ENSRNOG00000042352.2
N0.HOG0006575	OG0005395	n0	ENSCAFG00000006423.4	ENSG00000177947.14	ENSMFAG00000037642.1	ENSMUSG00000025482.11	ENSRNOG00000012858.4
N0.HOG0006576	OG0005396	n0	ENSCAFG00000016027.3	ENSG00000089775.11	ENSMFAG00000036916.1	ENSMUSG00000056459.14	ENSRNOG00000006441.5
N0.HOG0006577	OG0005397	n0	ENSCAFG00000016930.3	ENSG00000133980.5	ENSMFAG00000011666.1	ENSMUSG00000071235.12	ENSRNOG00000048378.2
N0.HOG0006578	OG0005398	n0	ENSCAFG00000030058.2	ENSG00000167969.13	ENSMFAG00000001454.1	ENSMUSG00000024132.6	ENSRNOG00000008843.4
N0.HOG0006579	OG0005399	n0	ENSCAFG00000005965.5	ENSG00000150907.10	ENSMFAG00000044565.1	ENSMUSG00000044167.6	ENSRNOG00000013397.5
N0.HOG0006580	OG0005400	n0	ENSCAFG00000019726.5	ENSG00000180758.12	ENSMFAG00000001842.1	ENSMUSG00000047875.6	ENSRNOG00000017528.5
N0.HOG0006581	OG0005401	n0	ENSCAFG00000017059.5	ENSG00000149929.16	ENSMFAG00000035629.1	ENSMUSG00000042606.9	ENSRNOG00000029061.3
N0.HOG0006582	OG0005402	n0	ENSCAFG00000011610.4	ENSG00000166090.8	ENSMFAG00000002200.1	ENSMUSG00000040770.5	ENSRNOG00000016804.4
N0.HOG0006583	OG0005403	n0	ENSCAFG00000024433.3	ENSG00000214290.8	ENSMFAG00000043291.1	ENSMUSG00000079559.5	ENSRNOG00000042165.3
N0.HOG0006584	OG0005404	n0	ENSCAFG00000019280.4	ENSG00000169962.5	ENSMFAG00000002260.1	ENSMUSG00000029072.3	ENSRNOG00000019589.2
N0.HOG0006585	OG0005405	n0	ENSCAFG00000007837.5	ENSG00000184445.12	ENSMFAG00000045398.1	ENSMUSG00000029414.11	ENSRNOG00000033658.5
N0.HOG0006586	OG0005406	n0	ENSCAFG00000013017.4	ENSG00000008283.16	ENSMFAG00000030469.1	ENSMUSG00000019590.16	ENSRNOG00000007433.8
N0.HOG0006587	OG0005407	n0	ENSCAFG00000018904.3	ENSG00000184602.6	ENSMFAG00000027930.1	ENSMUSG00000037972.7	ENSRNOG00000058739.1
N0.HOG0006588	OG0005408	n0	ENSCAFG00000016610.4	ENSG00000157450.16	ENSMFAG00000031221.1	ENSMUSG00000032217.13	ENSRNOG00000060750.1
N0.HOG0006589	OG0005409	n0	ENSCAFG00000013092.5	ENSG00000173681.16	ENSMFAG00000003230.1	ENSMUSG00000044150.12	ENSRNOG00000005135.7
N0.HOG0006590	OG0005410	n0	ENSCAFG00000013555.3	ENSG00000179774.9	ENSMFAG00000012522.1	ENSMUSG00000036816.4	ENSRNOG00000000384.2
N0.HOG0006591	OG0005411	n0	ENSCAFG00000018890.4	ENSG00000153066.12	ENSMFAG00000041632.1	ENSMUSG00000022498.16	ENSRNOG00000002452.6
